id,site,job_url,title,company,location,date_posted,is_remote,job_level,company_url,job_type,description,job_url_direct,interval,currency,company_logo,company_url_direct,company_addresses,company_description,salary_source,min_amount,max_amount,company_num_employees,company_revenue,relevance_score
li-4416344587,linkedin,https://www.linkedin.com/jobs/view/4416344587,"Power Apps AI Trainer, $65–$75/hour",LinkedIn,,2026-05-21,False,,https://www.linkedin.com/company/linkedin,,,,,,,,,,,,,,,15
li-4416729180,linkedin,https://www.linkedin.com/jobs/view/4416729180,AIML / Agentic AI Instructors,Simplilearn,,,False,,https://www.linkedin.com/company/simplilearn,,,,,,,,,,,,,,,15
li-4250198849,linkedin,https://www.linkedin.com/jobs/view/4250198849,Software Engineer (Python) - AI Platform,Revolut,,,False,,https://uk.linkedin.com/company/revolut,,,,,,,,,,,,,,,13
,wuzzuf,https://wuzzuf.net/jobs/p/ictyrkiqrfme-junior-education-specialist-niqat-cairo-egypt,Junior Education Specialist,Niqat,"New Cairo, Cairo, Egypt",2026-05-20,False,,,"Full Time, On-site","Job Description
Prepare and organize training materials, exercises, and educational resources.
Assist instructors in delivering training sessions.
Provide support and guidance to trainees throughout the learning process.
Contribute to the development and enhancement of training curricula and learning content.
Research and explore emerging BIM, Revit, and AI-based learning tools and technologies.
Monitor trainee progress and provide feedback to support learning outcomes.
Collaborate with the education team to improve training quality and learner engagement.
Job Requirements
Bachelor’s degree in Architecture, Structural Engineering, Mechanical Engineering, Electrical Engineering, or MEP Engineering.
Strong interest in teaching, and BIM technologies.
Excellent communication and presentation skills.
Very good command of the English language, both written and spoken.
Preferred: Experience with Revit, Navisworks, or Autodesk Construction Cloud.
Preferred: Good understanding of BIM workflows and MEP coordination processes.",,,,,,,,,,,,,12
in-0fd0670b57a9e6a4,indeed,https://www.indeed.com/viewjob?jk=0fd0670b57a9e6a4,Quality Auditor,Georgia-Pacific,"Paragould, AR, US",2026-05-21,False,,https://www.indeed.com/cmp/Georgia--pacific,,"Your Job
Anchor Packaging, a Georgia Pacific company, is looking for individuals to join their dynamic team of Quality Auditors at the Paragould, AR facility. The Quality Auditor's primary responsibility is to ensure the quality and safety of plastic food\-packaging products through regular auditing, testing, and data analysis. This position helps maintain compliance with food safety standards, customer specifications, and internal quality requirements.


Our Team


A global innovation leader in designing and manufacturing rigid food containers and food service cling film in the USA since 1963\. Committed to protecting food and the environment by using materials that reduce food and packaging waste to conserve valuable natural resources while delivering what the chef intended. Our partners at restaurant chains, supermarkets, convenience stores, food processors, and the distributors that warehouse and ship to these market segments utilize our award\-winning performance features in durable packaging that preserves food quality, taste, and texture.


Pay: $18\.00 \- $21\.50 based on experience with a $0\.75 shift differential for nights


Shifts Available:  

  



* Days 6:55am to 7:00pm

What You Will Do  

  



* Perform routine audits of operations in all departments to verify product quality, with specific focus on plastic food\-packaging standards and food safety guidelines
* Coordinate with on\-shift coworkers to cover key production lines, prioritize critical audits, and ensure continuous quality oversight
* Enter data into relevant databases or systems accurately, including Statistical Process Control (SPC) software
* Conduct or assist in laboratory testing and measurement studies as assigned by the Quality Supervisor
* Perform sanitation tasks and audits to maintain and document compliance with food safety requirements
* Help guide new auditors on quality auditing procedures, standards, and best practices
* Carry out assigned warehouse or RMA audits, ensuring proper handling and documentation of returned products
* Analyze critical data and communicate findings promptly to operations staff, facilitating timely corrective actions for any quality issues
* Perform tasks such as lifting up to 50lbs, walking, climbing, stooping, standing, pushing and/or pulling for up to twelve (12\) hours a day, in a loud/noisy, and industrial, high\-volume environment

Who You Are (Basic Qualifications)  

  



* Six months or more of quality experience or equivalent combination of education and experience
* Experience using Microsoft Office Suite

What Will Put You Ahead  

  



* Experience working in a laboratory or auditor environment
* SPC trained
* Associate/Technical degree in applicable field

At Koch companies, we are entrepreneurs. This means we openly challenge the status quo, find new ways to create value and get rewarded for our individual contributions. Any compensation range provided for a role is an estimate determined by available market data. The actual amount may be higher or lower than the range provided considering each candidate's knowledge, skills, abilities, and geographic location. If you have questions, please speak to your recruiter about the flexibility and detail of our compensation philosophy.


Hiring Philosophy


All Koch companies value diversity of thought, perspectives, aptitudes, experiences, and backgrounds. We are Military Ready and Second Chance employers. Learn more about our hiring philosophy here.


Who We Are


As a Koch company and a leading manufacturer of bath tissue, paper towels, paper\-based packaging, cellulose, specialty fibers, building products, and much more, Georgia\-Pacific works to meet the evolving needs of customers worldwide with quality products. In addition to the products we make, we operate one of the largest recycling businesses. Our more than 30,000 employees in over 150 locations are empowered to innovate every day \- to make everyday products even better.


At Koch, employees are empowered to do what they do best to make life better. Learn how our business philosophy helps employees unleash their potential while creating value for themselves and the company.


Our Benefits


Our goal is for each employee, and their families, to live fulfilling and healthy lives. We provide essential resources and support to build and maintain physical, financial, and emotional strength focusing on overall wellbeing so you can focus on what matters most. Our benefits plan includes medical, dental, vision, flexible spending and health savings accounts, life insurance, ADD, disability, retirement, paid vacation/time off, educational assistance, and may also include infertility assistance, paid parental leave and adoption assistance. Specific eligibility criteria is set by the applicable Summary Plan Description, policy or guideline and benefits may vary by geographic region. If you have questions on what benefits apply to you, please speak to your recruiter.


Additionally, everyone has individual work and personal needs. We seek to enable the best work environment that helps you and the business work together to produce superior results.


Equal Opportunities


Equal Opportunity Employer, including disability and protected veteran status. Except where prohibited by state law, all offers of employment are conditioned upon successfully passing a drug test. This employer uses E\-Verify. Please visit the following website for additional information: http://www.kochcareers.com/doc/Everify.pdf",https://ars2.equest.com/?response_id=cd164552ef8ca34ce71aa8480617a831,hourly,USD,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/387e72e8f9a0c4f68cb3abc3615fde5a,http://www.gp.com,"Atlanta, GA","GP is among the world’s leading manufacturers and marketers of bath tissue, paper towels, napkins, tableware, paper-based packaging, cellulose, specialty fibers and building products.",direct_data,18.0,21.0,"10,000+",more than $10B (USD),11
li-4416174156,linkedin,https://www.linkedin.com/jobs/view/4416174156,AI-engineer / Agentic Developer  – 100% Remote,Powerprozesse GmbH,,2026-05-20,True,,https://de.linkedin.com/company/powerprozesse,,,,,,,,,,,,,,,10
li-4416683531,linkedin,https://www.linkedin.com/jobs/view/4416683531,"Biology - Graduates - AI Training - Long Beach, US",Prolific,"Long Beach, CA",2026-05-19,False,,https://uk.linkedin.com/company/prolific-com,,,,,,,,,,,,,,,10
,wuzzuf,https://wuzzuf.net/jobs/p/iut3vbbom2ys-pharmacist-biotechnology-science-graduates-groovy-medical-spa-giza-egypt,Pharmacist - Biotechnology - Science Graduates,GROOVY Medical Spa,"6th of October, Giza, Egypt",2026-05-19,False,,,"Full Time, On-site","Job Description
Job duties and responsibilities
Customer Engagement: Proactively engage with clients to understand their needs and expectations, fostering a relationship built on trust and reliability.
Issue Resolution: Address and resolve client inquiries and concerns promptly, utilizing strong problem-solving skills to ensure satisfaction and retention.
Feedback Collection: Actively solicit and gather client feedback to identify areas for improvement in our services, implementing necessary changes to enhance overall experience.
Product Knowledge: Maintain comprehensive knowledge of our products and services to effectively advice and guide customers in their purchasing decisions, helping them find the right products and services to meet their needs.
Collaboration: Work closely with cross-functional teams, including sales, marketing, and product development, to ensure client feedback is communicated and integrated into business strategies.
Sales Engagement: Actively present and sell products and services, using your understanding of the product range to meet and exceed customer expectations and drive sales to align with our company's goals
Inventory Management: Keep track of the goods and supplies of the company, managing product orders to facilitate production and sales
Data Entry: Perform accurate data entry related to inventory and customer interactions, ensuring that all records are up-to-date and reflective of the current stock status.
Location: Heliopolis / New Cairo / Zayed
Working Days: 4 days work/ 3 days off
Working hours: from 9:30 AM to 9:30 PM
Medical and social insurance are provided
Job Requirements
Professional background:
0-2 years of experience
Educational background:
A bachelor of pharmacy, Biotechnology, or any equivalent degree
Skills:
Strong Communication Skills
Organizational and Multi-Tasking Abilities
Problem-Solving Skills
Customer Service Orientation
Proficiency in English
Sales and Data Entry Proficiencies",,,,,,,,,,,,,10
li-4302023020,linkedin,https://www.linkedin.com/jobs/view/4302023020,AI Developer,Coca-Cola HBC,"New Cairo, Cairo, Egypt",2026-05-17,False,,https://ch.linkedin.com/company/coca-cola-hbc,,,,,,,,,,,,,,,10
li-4413341031,linkedin,https://www.linkedin.com/jobs/view/4413341031,Trainer (Collections/Retention/Telesales),iQor,"Cairo, Egypt",2026-05-19,False,,https://www.linkedin.com/company/iqor,,,,,,,,,,,,,,,8
li-4383008755,linkedin,https://www.linkedin.com/jobs/view/4383008755,AI - Technical Trainer,Multiverse,"London, England, UK",2026-05-17,False,,https://uk.linkedin.com/company/joinmultiverse,,,,,,,,,,,,,,,8
,wuzzuf,https://wuzzuf.net/jobs/p/9l0elc0jb8kb-low-code-no-code-development-instructor-yat-learning-centers-cairo-egypt,low - code / No - code Development instructor,Yat Learning Centers,"Cairo, Egypt",2026-05-17,False,,,"Freelance / Project, Remote","Job Description
Building Web and Mobile Apps with Drag-and-Drop Tools
Automating Business Workflows
Integrating APIs and External Services
Deploying and Managing No-Code Applications
Job Requirements
Minimum 2 years experience as Instructor.
Proven work experience
Up-to-date knowledge
Team spirit; strong communication skills to collaborate with various stakeholders
Good time-management skills
BSc in Computer Science or relevant field",,,,,,,,,,,,,8
li-4413663750,linkedin,https://www.linkedin.com/jobs/view/4413663750,Trainee (m/w/x) als IT- Trainer/Dozenten für Microsoft Zertifizierungskurse (m/w/x),GFN,,,False,,https://de.linkedin.com/school/gfn-gmbh/,,,,,,,,,,,,,,,8
